timestamp,alpha,beta,theta,gamma,coherence,focus,calm,target,visual_intensity,audio_frequency
0.002004861831665039,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.05283975601196289,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.10357117652893066,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.15437793731689453,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.20514512062072754,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.2560098171234131,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.3068711757659912,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.35767292976379395,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.4085550308227539,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.45927906036376953,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.5100569725036621,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.5608842372894287,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.611790657043457,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.6625466346740723,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.7132778167724609,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.764045000076294,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.8148601055145264,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.8656039237976074,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.9164321422576904,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.9672489166259766,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
1.0180959701538086,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
1.0690009593963623,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
1.1199524402618408,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
1.170747995376587,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
1.2216246128082275,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
1.2725269794464111,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
1.3232340812683105,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
1.3739724159240723,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
1.4248266220092773,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
1.4755477905273438,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
1.5262742042541504,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
1.5771112442016602,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
1.6279032230377197,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
1.6787610054016113,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
1.729541301727295,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
1.7803881168365479,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
1.831113576889038,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
1.8819448947906494,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
1.9328513145446777,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
1.9837164878845215,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
