timestamp,alpha,beta,theta,gamma,coherence,focus,calm,target,visual_intensity,audio_frequency
0.0011382102966308594,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.05196857452392578,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.10282254219055176,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.1537303924560547,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.2046656608581543,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.2554659843444824,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.306398868560791,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.3572521209716797,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.4081897735595703,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.45904111862182617,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.5098874568939209,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.560859203338623,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.6118204593658447,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.6626367568969727,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.7135109901428223,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.7644772529602051,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.8152477741241455,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.866159200668335,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.9169750213623047,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
0.9677927494049072,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
1.0187110900878906,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
1.069467544555664,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
1.1202056407928467,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
1.1710293292999268,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
1.2218515872955322,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
1.2726612091064453,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
1.3236210346221924,0.5,0.3,0.2,0.1,0.5,0.7884167203847869,0.8305647840531561,balance_alpha_beta,0.7884167203847869,613.4516784846531
